,Unnamed: 0,full_name,code,team,element_type,now_cost,total_points,points_per_game,minutes,goals_scored,assists,goals_conceded,clean_sheets,influence,creativity,threat,Unnamed: 16,id,player_name,time,xG,xA,shots,key_passes,yellow_cards,npxG,xGChain,xGBuildup,xP
157,144,Marc Cucurella Saseta,179268,6,2,50,4,2,105,0,1,2,0,31.6,46,26,215,7134,Marc Cucurella,96,0.113133587,0.394889981,2,2,1,0.113133587,0.396269511,0.349461496,13.3125
158,188,Marc GuÃ©hi,209036,7,2,45,1,0.5,180,0,0,3,0,44.4,11.4,2,234,7603,Marc Guehi,180,0,0.069472365,0,1,0,0,0.220761649,0.151289284,13.3125
165,217,Mason Holgate,194164,8,2,45,2,1,162,0,0,3,0,49.2,11.4,46,104,985,Mason Holgate,163,0.278707534,0.044429701,3,1,1,0.278707534,0.233308867,0.18887917,13.3125
168,427,Matt Targett,169359,15,2,50,8,8,90,0,0,0,1,17.2,37.6,0,98,884,Matt Targett,90,0,0.076643169,0,3,0,0,0.742763758,0.715846121,13.3125
169,42,Matty Cash,199796,2,2,49,3,1.5,180,0,0,3,0,26.6,17.3,10,272,8864,Matthew Cash,180,0.016840585,0,1,0,0,0.016840585,0.21616096,0.199320383,13.3125
170,568,Max Kilman,214048,20,2,45,8,4,180,0,0,2,1,41.2,1.8,6,225,7332,Max Kilman,180,0.061051913,0,1,0,0,0.061051913,0.447945751,0.447945751,13.3125
175,494,Mohammed Salisu,450527,17,2,44,-2,-1,180,0,0,6,0,35.6,17.7,6,212,6923,Mohammed Salisu,180,0.044289846,0.04521222,1,1,1,0.044289846,0.854218911,0.809006691,13.3125
179,462,Moussa NiakhatÃ©,199170,16,2,45,7,3.5,160,0,0,2,1,36,1,32,172,5989,Moussa Niakhate,167,0.470789433,0,3,0,0,0.470789433,0.127221376,0.127221376,13.3125
181,580,Nathan Collins,432830,20,2,45,9,4.5,180,0,0,2,1,27.6,1.9,2,64,579,Nathan AkÃ©,180,0.097082471,0,3,0,0,0.097082471,1.208712518,1.208712518,13.3125
182,222,Nathan Patterson,243571,8,2,40,3,1.5,180,0,0,3,0,35.8,4,30,299,9733,Nathan Collins,180,0,0,0,0,0,0,0.662239701,0.662239701,13.3125
183,178,Nathaniel Clyne,57328,7,2,45,2,1,180,0,0,3,0,19.2,14.9,0,309,10292,Nathan Patterson,180,0.070429161,0,2,0,0,0.070429161,0.115460202,0.115460202,13.3125
184,349,Nathaniel Phillips,197464,12,2,40,2,2,62,0,0,1,0,15,1.4,18,66,603,Nathaniel Clyne,180,0,0.064033084,0,1,1,0,0.814967066,0.814967066,13.3125
185,439,Neco Williams,215136,16,2,40,7,3.5,180,0,0,2,1,58,61.1,59,253,8228,Nathaniel Phillips,66,0.031389184,0,1,0,0,0.031389184,0.385635495,0.385635495,13.3125
190,27,Oleksandr Zinchenko,206325,1,2,52,13,6.5,158,0,1,2,1,47.4,31.2,33,137,2958,Oleksandr Zinchenko,165,0.114458669,0.587520897,3,2,0,0.114458669,0.911534846,0.797076225,13.3125
196,303,Pascal Struijk,222694,11,2,45,8,4,180,0,1,3,0,64.6,13.1,22,265,8717,Pascal Struijk,180,0.127580542,0.803935349,2,1,0,0.127580542,0.527234644,0.527234644,13.3125
204,84,Pontus Jansson,61810,4,2,45,7,3.5,180,0,0,2,1,30.8,0.5,2,123,1801,Pontus Jansson,180,0,0,0,0,0,0,0,0,13.3125
208,383,RaphaÃ«l Varane,90152,14,2,49,1,1,45,0,0,0,0,7.2,1.2,0,127,2245,Raphael Varane,40,0,0,0,0,0,0,0.107794821,0.107794821,13.3125
209,312,Rasmus Kristensen,224209,11,2,50,2,1,180,0,0,3,0,22.4,16.6,37,319,10750,Rasmus Kristensen,180,0.193484649,0,1,0,1,0.193484649,0.511246979,0.511246979,13.3125
210,571,Rayan AÃ¯t-Nouri,448514,20,2,45,5,2.5,180,0,0,2,1,27.8,58.1,8,196,6674,Rayan Ait Nouri,180,0,0.573528036,0,4,0,0,0.573528036,0.573528036,13.3125
211,164,Reece James,225796,6,2,60,14,7,180,1,0,2,1,64.2,72.3,44,34,8067,Reece James,180,0.552869648,0.635107964,4,4,2,0.552869648,1.729763329,1.262207627,13.3125
213,91,Rico Henry,194010,4,2,45,10,5,180,0,1,2,1,27.6,15.6,16,291,9679,Rico Henry,180,0.085891582,0.442574233,3,1,0,0.085891582,0.533776987,0.049258433,13.3125
217,298,Robin Koch,193645,11,2,45,3,1.5,180,0,0,3,0,53.6,0.5,4,187,6273,Robin Koch,180,0.032678086,0,1,0,0,0.032678086,0.442064404,0.442064404,13.3125
224,512,Ryan Sessegnon,184349,18,2,45,8,4,121,1,0,2,0,41.6,3.5,70,31,6837,Ryan Sessegnon,128,0.744001269,0,3,0,1,0.744001269,0.784022987,0.703085244,13.3125
227,447,Scott McKenna,168281,16,2,45,6,3,180,0,0,2,1,32.4,0.7,2,322,10757,Scott McKenna,180,0,0,0,0,1,0,0.176775455,0.176775455,13.3125
232,437,Sven Botman,220237,15,2,45,8,4,91,0,0,0,1,12.4,0.3,0,260,8635,Sven Botman,91,0,0,0,0,0,0,0,0,13.3125
235,146,Thiago Emiliano da Silva,51090,6,2,55,7,3.5,180,0,0,2,1,44,13.7,2,139,3288,Thiago Silva,180,0,0.077360317,0,1,0,0,0.062187605,0.062187605,13.3125
237,234,Tim Ream,82514,9,2,45,7,3.5,180,0,0,2,1,39.6,1.3,2,216,7184,Tim Ream,180,0,0,0,0,0,0,0.153262421,0.153262421,13.3125
238,270,Timothy Castagne,166477,10,2,45,8,4,180,1,0,6,0,52.2,25.3,37,27,6157,Timothy Castagne,180,0.055843174,0,1,0,0,0.055843174,0.257970758,0.257970758,13.3125
241,242,Tosin Adarabioyo,109646,9,2,45,7,3.5,180,0,0,2,1,27.8,0.8,0,158,5590,Tosin Adarabioyo,180,0,0,0,0,0,0,0,0,13.3125
244,402,Tyrell Malacia,222690,14,2,44,2,1,46,0,0,0,0,13.2,6.8,8,329,10803,Tyrell Malacia,41,0.014477663,0,1,0,0,0.014477663,0.095298953,0.080821291,13.3125
245,191,Tyrick Mitchell,244723,7,2,45,3,1.5,168,0,0,3,0,28,2.3,0,251,8214,Tyrick Mitchell,172,0,0,0,0,0,0,0.58482343,0.58482343,13.3125
246,38,Tyrone Mings,149484,2,2,44,2,2,90,0,0,1,0,16.6,1.3,0,107,1024,Tyrone Mings,90,0,0,0,0,0,0,0.131529272,0.131529272,13.3125
248,327,Virgil van Dijk,97032,12,2,65,3,1.5,180,0,0,3,0,26.6,2.3,4,96,833,Virgil van Dijk,180,0.009840791,0,1,0,0,0.009840791,0.968617022,0.958776236,13.3125
249,219,Vitalii Mykolenko,224967,8,2,45,2,1,180,0,0,3,0,32.2,42,5,308,10291,Vitalii Mykolenko,180,0.089102387,0.152655654,1,3,1,0.089102387,0.175166503,0.044429701,13.3125
251,542,Vladimir Coufal,164555,19,2,45,3,1.5,180,0,0,3,0,15.6,17.2,9,278,8965,Vladimir Coufal,180,0.04945159,0.023832671,2,1,0,0.04945159,0.174604766,0.101320505,13.3125
252,284,Wesley Fofana,444463,10,2,45,0,0,180,0,0,6,0,40.6,4.4,23,233,7589,Wesley Fofana,180,0.436808915,0,2,0,1,0.436808915,0.755593166,0.332402647,13.3125
255,24,William Saliba,462424,1,2,45,7,3.5,180,0,0,2,1,29.6,0.8,0,209,6888,William Saliba,180,0,0,0,0,0,0,0.400302671,0.400302671,13.3125
256,488,Yan Valery,213482,17,2,40,0,0,45,0,0,2,0,4,0.9,0,221,7280,Yan Valery,48,0,0,0,0,0,0,0,0,13.3125
257,213,Yerry Mina,164511,8,2,44,1,1,69,0,0,1,0,11.8,0.2,0,194,6521,Yerry Mina,79,0,0,0,0,1,0,0,0,13.3125
